6,-1
189,2,-2
34,1,-1
113,1,3,-2
6,1,3
26,2,-3,3
25,2
0
89,-3,3
34,-3,3,-3,3
148,2,-3,-1
17,1,3,-3,-1
13,-3,-1
10,3,-3,-1
23,3,-2
22,3
30,3,-3,3
46,2,-3,3,-2
6,1,3,-3,3,-2
0,1,3,-3,3
0,-1,2,-3,-1
17,-2,2,-3,-1
19,-2
37,-3,3,-2
6,2,-3,3,-3,-1
7,3,-3
9,3,-3,3,-3
0,3,-3,3,-3,3,-3
6,3,-3,3,-2
12,-3,3,-3
1,-3,3,-3,3,-3
1,1,3,-2,2
3,2,-2,2
0,2,-3,3,-3
1,-2,2
4,-2,2,-3,3
1,2,-3
8,-3
3,-3,3,-3,3,-2
4,-3,3,-3,-1
6,-2,2,-2
1,-2,1,3,-2
0,2,-3,3,-3,3
2,-3,3,-3,3,-3,3
0,1,-1,2
1,-3,3,-2,2
4,-3,3,-2,1
0,3,-3,3,-3,3,-2
2,3,-3,3,-3,3
7,2,-2,2,-2
0,2,-2,2,-2,1
3,2,-2,1
4,-3,-1,2
0,-1,2,-3,3,-2
0,3,-3,3,-3,-1
0,-2,2,-3,3,-3,-1
